id,date,timestamp,title,decision,rationale,affects_issues
L-012,2026-07-04,2026-07-04 12:00:00,Testauksen vastuunjako,Keskitetyt Jira-testit ajetaan jira-github-integration -varastossa. GitHub Actions -työnkulkujen (kuten relay) testit ajetaan kussakin repositoriossa erikseen siellä missä ne suoritetaan.,Varmistaa testauksen loogisen sijoittelun: rajapintatason Jira-testit pysyvät yhdessä paikassa ja työnkulut testataan omissa suoritusympäristöissään.,#7; #8
G-008,2026-07-04,2026-07-04 12:00:00,Laatu syntyy dialogin kautta — ei ensimmäisestä toimivasta ideasta,"Jokainen ei-triviaali päätös vaatii eksplisiittisen analyysivaiheen: konteksti, vähintään kaksi vaihtoehtoa kustannuksineen, perustelu valitulle lähestymistavalle. Dialogi (tiketti ↔ päätösloki) on laadun mekanismi — ei byrokratia.","Projekti on osoittanut konkreettisesti että strukturoitu analyysi johtaa parempiin päätöksiin: L-002 paljasti Free-tier-rajoitteen ennen toteutusta, L-009 esti ylimääräisen GitHub Actions -workflowin, L-005 tunnisti kartoitusongelman ennen koodausta. Ilman analyysipakkoa päätökset syntyvät ensimmäisestä toimivasta ideasta — ei välttämättä parhaasta. Laatu ei tule lisätyöstä vaan kysymyksistä joita dialogi pakottaa esittämään.",DECISION_PROCESS.md
G-009,2026-07-04,2026-07-04 12:00:00,Päätöksentekoprosessin kolmivaiheinen sykli,"Kehittäminen etenee: Analyysi (tiketti) → Päätös (DECISION_LOG) → Toteutus. Kaikki kolme vaihetta ovat pakollisia. Jos toteutuksen aikana ilmenee uusi rajoite joka muuttaa päätöstä, palataan Päätös-vaiheeseen ennen jatkamista.","Kolmivaiheinen sykli estää oikosulun suoraan toteutukseen. Tiketti on ajattelun työtila (saa olla messy), loki on päätöksen single source of truth, toteutus seuraa lokia. Revisiot kirjataan uusina lokimerkintöinä — vanhoja ei ylikirjoiteta — jotta muutoshistoria säilyy.",DECISION_PROCESS.md
G-010,2026-07-05,2026-07-05 12:00:00,Persistointiarkkitehtuuri: ei state storea eikä integraatiotietokantaa,"Integraatio ei käytä erillistä state storea eikä integraatiotietokantaa. Jira ja GitHub säilyvät ainoina kanonisina totuuslähteinä. Avoimet standardit (Jira REST API, GitHub REST API) tarjoavat kaiken tarvittavan tilan suoraan APIn kautta.","Webhook-duplikaatit, retryt ja kesken jääneet operaatiot ovat teoreettinen ongelma jonka todennäköisyys reaalimaailmassa on häviävän pieni — palvelua voisi ajaa tuhat vuotta ilman että insindentti tapahtuu. Tekninen metatietovarasto lisäisi kompleksiteettia joka ei maksa itseään takaisin. Jos ongelma joskus ilmenee, siitä avataan ops-bugi aikanaan. YAGNI.",TECHNICAL_DESIGN.md; DESIGN_GUIDELINES.md
L-013,2026-07-05,2026-07-05 13:13:00,Konfliktinratkaisu ja divergenssipalautuminen,"GitHub voittaa aina otsikko/summary-divergenssissä. Jira summary korjautuu automaattisesti seuraavan GitHub-issue-muutoksen yhteydessä (trigger uudelleen). Manuaalinen pikakorjaus: tyhjä whitespace-edit GitHub-issueen. Automatisoitua paluumarssilogiikkaa ei toteuteta.","Yksisuuntainen otsikkosynkronointi (GitHub→Jira) tekee palautumisesta deterministisen ilman erillistä konfliktinratkaisulogiikkaa. Divergenssi on väliaikainen tila joka korjautuu seuraavassa normaalissa muutoksessa. Linjassa L-003:n kanssa: marginaaliset virhetilanteet korjataan käsin eikä ylimääräistä automaatiota rakenneta.",#12
L-014,2026-07-05,2026-07-05 13:13:00,Saanto-15 milestone edge case — fixVersions ilman GitHub-milestonea,"Jos Jirassa muutetaan fixVersions eikä vastaavaa GitHub-milestonea löydy: saanto-15 antaa varoituksen eikä luo uutta milestonea. Jiran fixVersions-muuttaminen ilman GitHub-milestonen olemassaoloa on kiellettyä integraatiopolitiikan mukaisesti. Operatiivinen korjaus: luo milestone GitHubissa ensin sitten päivitä Jiran fixVersions.","D-007 määrittelee että milestone luodaan aina GitHubissa (GitHub on master). Automaattinen milestone-luonti Jira-triggerillä rikkoisi tämän periaatteen ja toisi takaisin duplikaattiriskin jonka L-009 eliminoi. Reunaehdon eksplisiittinen kirjaus estää virheellisen käytön ja selittää varoituksen syyn ops-tilanteessa.",#12
L-015,2026-07-05,2026-07-05 13:20:00,Kommenttien etuliitteet yhtenäistetty L-002-standardiin,Säännöissä 8 ja 14 kommenttien etuliitteet ja silmukkaestoehdot muutettiin muotoon 'Jira:' ja 'Git:',Estetään silmukkaestojen pettäminen prefix-mismatchin vuoksi ja yhtenäistetään muotoilut L-002:n mukaiseksi,#30
L-016,2026-07-05,2026-07-05 13:24:00,Idempotenssilogiikka delegoidaan Atlassian-platformille — ei toteuteta sovellustasolla,"Webhook-idempotenssia (duplikaattiluontien esto) ei toteuteta saanto-01:een eikä muihin sääntöihin sovellustason JQL-tarkistuksena. Atlassian Automation Free-tier (100 suoritusta/kk) toimii luonnollisena suoritusrajana joka käytännössä estää laajamittaisen virhetilanteen. Mahdolliset yksittäiset duplikaattitiketit siivotaan käsin linjassa L-003:n kanssa.","Analysoitiin kolme vaihtoehtoa: (A) JQL Lookup issues -tarkistus ennen luontia — lisää yhden suorituksen per rule run eli kaksinkertaistaa Automation-kulutuksen 50 issueta/kk → 100 suoritusta/kk joka täyttää Free-tier-kiintiön kokonaan; (B) GitHub Actions -välikerros idempotency key -logiikalla — ylimitoitettu kuten L-010:ssä todettu; (C) Delegoi platformille ja hyväksy marginaaliriski — valittu. Free-tierin 100 suoritusta/kk (Atlassian Support, 2026) on sitä paitsi käytännön throttle: jos webhook-duplikaatteja tulisi niin paljon että se olisi ongelma, kiintiö loppuisi ensin ja Atlassian lopettaisi sääntöjen ajamisen automaattisesti. Platform-rajoite toimii siis de facto idempotenssisuojauksena ilman lisäkoodia. YAGNI — linjassa G-010:n kanssa.",#29
G-011,2026-07-05,2026-07-05 13:57:00,CODE_CONVENTIONS.md voi sisältää AI-spesifisiä käytäntöjä,CODE_CONVENTIONS.md saa ja sen pitää sisältää AI-agentin käyttäytymistä ohjaavia käytäntöjä koodikonventioiden rinnalla. AI-spesifiset osiot erotetaan omaksi nimetyksi osiokseen dokumentissa.,Skillsit on ohjelmoitu hyödyntämään repon speksitiedostoja kuten CODE_CONVENTIONS.md. AI-spesifiset käytännöt samassa tiedostossa varmistavat että agentti lukee ne automaattisesti ennen toimenpiteitä — erillistä AI_RULES.md-tiedostoa ei tarvita. Konventiot ja AI-ohjeet ovat luonteeltaan samaa kategoriaa: molemmat ohjaavat kehitystyön tapaa.,CODE_CONVENTIONS.md
L-017,2026-07-05,2026-07-05 15:18:00,Jira Cloud Free -tuki (Actions ja Triggers),Käytetään vain Jira Cloud Free -yhteensopivia actioneja (kuten advancedFields) ja triggerityyppejä (ilman .trigger. väliosaa). Poistetaan jira.web.request-kutsuja vaativat säännöt Free-tieristä.,Jira Cloud Free -tier ei tue jira.web.request (Send web request) actionia. triggerityyppien muoto Jira Cloudissa poikkeaa Server/DC:stä (ei jira.trigger. etuliitettä). Label-muokkaus operations-taulukon kautta on poissa käytöstä — korvattu advancedFields update -JSONilla ja jaettu 5a/5b säännöiksi.,#1; #8
